doi,authorName,authorID,authorIDtype,authorAffil,affilID,affilIDtype,familyName,givenName,indexID,creatorIndex,affiliationIndex,identifierIndex
10.5061/dryad.rn8pk0pfw,"Nash, Aimee",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Nash,Aimee,63,3,1,NA
10.5061/dryad.rn8pk0pfw,"Campos-Melara, Angel",NA,NA,University of Arkansas System,https://ror.org/05vvhh982,ROR,Campos-Melara,Angel,63,4,1,NA
10.5061/dryad.rn8pk0pfw,"Kodali, Jahnavi",NA,NA,University of Arkansas System,https://ror.org/05vvhh982,ROR,Kodali,Jahnavi,63,5,1,NA
10.5061/dryad.rn8pk0pfw,"DuRant, Sarah",NA,NA,University of Arkansas System,https://ror.org/05vvhh982,ROR,DuRant,Sarah,63,6,1,NA
10.5061/dryad.12jm63z25,"Lao, Sirena",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Lao,Sirena,64,1,1,NA
10.5061/dryad.12jm63z25,"Anderson, Abigail W",NA,NA,University of Minnesota,https://ror.org/017zqws13,ROR,Anderson,Abigail W,64,2,1,NA
10.5061/dryad.12jm63z25,"Blair, Robert B",NA,NA,University of Minnesota,https://ror.org/017zqws13,ROR,Blair,Robert B,64,3,1,NA
10.5061/dryad.12jm63z25,"Loss, Scott",0000-0002-8753-2995,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Loss,Scott,64,6,1,1
10.5061/dryad.qfttdz0mk,"Stephens, Patrick",0000-0003-1995-5715,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Stephens,Patrick,65,1,1,1
10.5061/dryad.qfttdz0mk,"Farrell, Maxwell",NA,NA,University of Toronto,https://ror.org/03dbr7087,ROR,Farrell,Maxwell,65,2,1,NA
10.5061/dryad.qfttdz0mk,"Davies, Jonathan",NA,NA,University of British Columbia,https://ror.org/03rmrcq20,ROR,Davies,Jonathan,65,3,1,NA
10.5061/dryad.qfttdz0mk,"Gittleman, John",NA,NA,University of Georgia,https://ror.org/00te3t702,ROR,Gittleman,John,65,4,1,NA
10.5061/dryad.qfttdz0mk,"Meiri, Shai",NA,NA,Tel Aviv University,https://ror.org/04mhzgx49,ROR,Meiri,Shai,65,5,1,NA
10.5061/dryad.qfttdz0mk,"Roll, Uri",NA,NA,Ben-Gurion University of the Negev,https://ror.org/05tkyf982,ROR,Roll,Uri,65,6,1,NA
10.5061/dryad.qfttdz0mk,"Wiens, John",NA,NA,University of Arizona,https://ror.org/03m2x1q45,ROR,Wiens,John,65,7,1,NA
10.5061/dryad.kd51c5b95,"Reichert, Michael",0000-0002-0159-4387,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Reichert,Michael,66,1,1,1
10.5061/dryad.kd51c5b95,"De La Hera, Ivan",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,De La Hera,Ivan,66,2,1,NA
10.5061/dryad.kd51c5b95,"Moiron, Maria",NA,NA,Institute of Avian Research,https://ror.org/0309m1r07,ROR,Moiron,Maria,66,3,1,NA
10.5061/dryad.2ngf1vhs1,"Cabeen, Matthew",0000-0001-8252-1050,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Cabeen,Matthew,67,1,1,1
10.5061/dryad.f7m0cfz0n,"Portik, Dan",NA,NA,California Academy of Sciences,https://ror.org/02wb73912,ROR,Portik,Dan,68,1,1,NA
10.5061/dryad.f7m0cfz0n,"Streicher, Jeffrey",NA,NA,Natural History Museum,https://ror.org/039zvsn29,ROR,Streicher,Jeffrey,68,2,1,NA
10.5061/dryad.f7m0cfz0n,"Blackburn, David",NA,NA,University of Florida,https://ror.org/02y3ad647,ROR,Blackburn,David,68,3,1,NA
10.5061/dryad.f7m0cfz0n,"Moen, Daniel",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Moen,Daniel,68,4,1,NA
10.5061/dryad.f7m0cfz0n,"Hutter, Carl",NA,NA,Louisiana State University,https://ror.org/05ect4e57,ROR,Hutter,Carl,68,5,1,NA
10.5061/dryad.f7m0cfz0n,"Wiens, John",0000-0003-4243-1127,ORCID,University of Arizona,https://ror.org/03m2x1q45,ROR,Wiens,John,68,6,1,1
10.6078/d11q63,"Yuan, Michael",0000-0002-0298-0781,ORCID,"University of California, Davis",https://ror.org/05rrcem69,ROR,Yuan,Michael,69,1,1,1
10.6078/d11q63,"Westeen, Erin",NA,NA,"University of California, Berkeley",https://ror.org/01an7q238,ROR,Westeen,Erin,69,2,1,NA
10.6078/d11q63,"Wogan, Guin",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Wogan,Guin,69,3,1,NA
10.6078/d11q63,"Wang, Ian",NA,NA,"University of California, Berkeley",https://ror.org/01an7q238,ROR,Wang,Ian,69,4,1,NA
10.5061/dryad.r4xgxd2gw,"Howard, Cody",0000-0001-7662-9102,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Howard,Cody,70,1,1,1
10.5061/dryad.r4xgxd2gw,"Nanyeni, Leevi",NA,NA,National Botanical Research Institute,https://ror.org/036568k33,ROR,Nanyeni,Leevi,70,2,1,NA
10.5061/dryad.r4xgxd2gw,"Mollel, Neduvoto",NA,NA,Tropical Pesticides Research Institute,https://ror.org/01camwr54,ROR,Mollel,Neduvoto,70,3,1,NA
10.5061/dryad.r4xgxd2gw,"Chuba, David",NA,NA,University of Zambia,https://ror.org/03gh19d69,ROR,Chuba,David,70,4,1,NA
10.5061/dryad.r4xgxd2gw,"Zuntini, Alexandre R.",NA,NA,"Royal Botanic Gardens, Kew",https://ror.org/00ynnr806,ROR,Zuntini,Alexandre R.,70,5,1,NA
10.5061/dryad.r4xgxd2gw,"Malakasi, Panagiota",NA,NA,"Royal Botanic Gardens, Kew",https://ror.org/00ynnr806,ROR,Malakasi,Panagiota,70,6,1,NA
10.5061/dryad.r4xgxd2gw,"Cellinese, Nico",NA,NA,Florida Museum of Natural History,https://ror.org/02pjdv450,ROR,Cellinese,Nico,70,8,1,NA
10.25338/b87647,"LoPresti, Eric",NA,NA,University of South Carolina,https://ror.org/02b6qw903,ROR,LoPresti,Eric,71,1,1,NA
10.25338/b87647,"Pan, Vincent",0000-0001-9892-7805,ORCID,Michigan State University,https://ror.org/05hs6h993,ROR,Pan,Vincent,71,2,1,1
10.25338/b87647,"Girvin, Cecilia",NA,NA,"University of California, Santa Cruz",https://ror.org/03s65by71,ROR,Girvin,Cecilia,71,3,1,NA
10.25338/b87647,"Barber, Gabhriel",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Barber,Gabhriel,71,4,1,NA
10.25338/b87647,"Jaeger, Sierra",NA,NA,University of South Carolina,https://ror.org/02b6qw903,ROR,Jaeger,Sierra,71,5,1,NA
10.25338/b87647,"Orrock, John",NA,NA,University of Wisconsin-Madison,https://ror.org/01y2jtd41,ROR,Orrock,John,71,6,1,NA
10.5061/dryad.7pvmcvdwx,"Emberts, Zachary",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Emberts,Zachary,72,1,1,NA
10.5061/dryad.7pvmcvdwx,"Wiens, John",0000-0003-4243-1127,ORCID,University of Arizona,https://ror.org/03m2x1q45,ROR,Wiens,John,72,2,1,1
10.5061/dryad.hmgqnk9m3,"Swedberg, Dusty",0000-0002-6696-6452,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Swedberg,Dusty,73,1,1,1
10.5061/dryad.hmgqnk9m3,"Brewer, Shannon",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Brewer,Shannon,73,2,1,NA
10.5061/dryad.hmgqnk9m3,"Mollenhaeur, Robert",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Mollenhaeur,Robert,73,3,1,NA
10.5061/dryad.tx95x6b1t,"Reichert, Michael",0000-0002-0159-4387,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Reichert,Michael,74,1,1,1
10.5061/dryad.tx95x6b1t,"De La Hera, Ivan",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,De La Hera,Ivan,74,2,1,NA
10.6078/d15m69,"Wogan, Guinevere",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Wogan,Guinevere,75,1,1,NA
10.6078/d15m69,"Yuan, Michael",NA,NA,"University of California, Berkeley",https://ror.org/01an7q238,ROR,Yuan,Michael,75,2,1,NA
10.6078/d15m69,"Mahler, Luke",NA,NA,University of Toronto,https://ror.org/03dbr7087,ROR,Mahler,Luke,75,3,1,NA
10.6078/d15m69,"Wang, Ian",0000-0003-2554-9414,ORCID,"University of California, Berkeley",https://ror.org/01an7q238,ROR,Wang,Ian,75,4,1,1
10.5061/dryad.pzgmsbcpx,"Duchardt, Courtney",0000-0003-4563-0199,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Duchardt,Courtney,76,1,1,1
10.5061/dryad.djh9w0w2s,"Loss, Scott",0000-0002-8753-2995,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Loss,Scott,77,1,1,1
10.5061/dryad.djh9w0w2s,"Loss, Scott",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Loss,Scott,77,2,1,NA
10.5061/dryad.djh9w0w2s,"Boughton, Brooke",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Boughton,Brooke,77,3,1,NA
10.5061/dryad.djh9w0w2s,"Cady, Samantha",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Cady,Samantha,77,4,1,NA
10.5061/dryad.djh9w0w2s,"Londe, David",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Londe,David,77,5,1,NA
10.5061/dryad.djh9w0w2s,"McKinney, Caleb",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,McKinney,Caleb,77,6,1,NA
10.5061/dryad.djh9w0w2s,"O'Connell, Tim",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,O'Connell,Tim,77,7,1,NA
10.5061/dryad.djh9w0w2s,"Riggs, Georgia",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Riggs,Georgia,77,8,1,NA
10.5061/dryad.djh9w0w2s,"Robertson, Ellen",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Robertson,Ellen,77,9,1,NA
10.5061/dryad.tqjq2bw22,"McCullagh, Elizabeth",0000-0003-3779-0141,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,McCullagh,Elizabeth,78,1,1,1
10.5061/dryad.tqjq2bw22,"Peacock, John",NA,NA,University of Colorado Anschutz Medical Campus,https://ror.org/03wmf1y16,ROR,Peacock,John,78,2,1,NA
10.5061/dryad.tqjq2bw22,"Lucas, Alexandra",NA,NA,University of Colorado Anschutz Medical Campus,https://ror.org/03wmf1y16,ROR,Lucas,Alexandra,78,3,1,NA
10.5061/dryad.tqjq2bw22,"Poleg, Shani",NA,NA,University of Colorado Anschutz Medical Campus,https://ror.org/03wmf1y16,ROR,Poleg,Shani,78,4,1,NA
10.5061/dryad.tqjq2bw22,"Greene, Nathaniel",NA,NA,University of Colorado Anschutz Medical Campus,https://ror.org/03wmf1y16,ROR,Greene,Nathaniel,78,5,1,NA
10.5061/dryad.tqjq2bw22,"Gaut, Addison",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Gaut,Addison,78,6,1,NA
10.5061/dryad.tqjq2bw22,"Lagestee, Samantha",NA,NA,University of Illinois at Chicago,https://ror.org/02mpq6x41,ROR,Lagestee,Samantha,78,7,1,NA
10.5061/dryad.tqjq2bw22,"Zhang, Yalan",NA,NA,Yale University,https://ror.org/03v76x132,ROR,Zhang,Yalan,78,8,1,NA
10.5061/dryad.tqjq2bw22,"Kaczmarek, Leonard",NA,NA,Yale University,https://ror.org/03v76x132,ROR,Kaczmarek,Leonard,78,9,1,NA
10.5061/dryad.tqjq2bw22,"Park, Thomas",NA,NA,University of Illinois at Chicago,https://ror.org/02mpq6x41,ROR,Park,Thomas,78,10,1,NA
10.5061/dryad.tqjq2bw22,"Tollin, Daniel",NA,NA,University of Colorado Anschutz Medical Campus,https://ror.org/03wmf1y16,ROR,Tollin,Daniel,78,11,1,NA
10.5061/dryad.tqjq2bw22,"Klug, Achim",NA,NA,University of Colorado Anschutz Medical Campus,https://ror.org/03wmf1y16,ROR,Klug,Achim,78,12,1,NA
10.5061/dryad.cvdncjt6f,"Neumann, Landon",0000-0003-1907-0802,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Neumann,Landon,79,1,1,1
10.5061/dryad.cvdncjt6f,"Neumann, Landon",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Neumann,Landon,79,2,1,NA
10.5061/dryad.cvdncjt6f,"Davis, Craig",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Davis,Craig,79,3,1,NA
10.5061/dryad.cvdncjt6f,"Fuhlendorf, Samuel",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Fuhlendorf,Samuel,79,4,1,NA
10.5061/dryad.cvdncjt6f,"Andersson, Kent",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Andersson,Kent,79,5,1,NA
10.5061/dryad.cvdncjt6f,"Elmore, R. Dwayne",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Elmore,R. Dwayne,79,6,1,NA
10.5061/dryad.cvdncjt6f,"Goodman, Laura",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Goodman,Laura,79,7,1,NA
10.5061/dryad.hx3ffbggp,"Morinaga, Gen",0000-0003-1120-0043,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,NA,NA,80,1,1,1
10.5061/dryad.hx3ffbggp,"Wiens, John",NA,NA,University of Arizona,https://ror.org/03m2x1q45,ROR,Wiens,John,80,2,1,NA
10.5061/dryad.hx3ffbggp,"Moen, Daniel",NA,NA,"University of California, Riverside",https://ror.org/03nawhv43,ROR,Moen,Daniel,80,3,1,NA
10.5061/dryad.c2fqz61b6,"Wiggins, Will",0000-0001-6124-0567,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Wiggins,Will,81,1,1,1
10.5061/dryad.n02v6wx0d,"Neumann, Landon",0000-0003-1907-0802,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Neumann,Landon,82,1,1,1
10.5061/dryad.n02v6wx0d,"Fuhlendorf, Samuel",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Fuhlendorf,Samuel,82,2,1,NA
10.5061/dryad.n02v6wx0d,"Davis, Craig",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Davis,Craig,82,3,1,NA
10.5061/dryad.n02v6wx0d,"Wilder, Shawn",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Wilder,Shawn,82,4,1,NA
10.5061/dryad.k3j9kd59k,"Andersson, Kent",0000-0002-6243-2752,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Andersson,Kent,83,1,1,1
10.5061/dryad.k3j9kd59k,"Davis, Craig",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Davis,Craig,83,2,1,NA
10.5061/dryad.k3j9kd59k,"Harris, Grant",NA,NA,United States Fish and Wildlife Service,https://ror.org/04k7dar27,ROR,Harris,Grant,83,3,1,NA
10.5061/dryad.k3j9kd59k,"Haukos, David",NA,NA,Kansas State University,https://ror.org/05p1j8758,ROR,Haukos,David,83,4,1,NA
10.5061/dryad.5dv41ns7m,"Cohen, Emily B.",0000-0002-4978-4278,ORCID,National Zoological Park,https://ror.org/026etfb20,ROR,Cohen,Emily B.,84,1,1,1
10.5061/dryad.5dv41ns7m,"Buler, Jeffrey",0000-0002-2696-847X,ORCID,University of Delaware,https://ror.org/01sbq1a82,ROR,Buler,Jeffrey,84,2,1,1
10.5061/dryad.5dv41ns7m,"Horton, Kyle G.",0000-0003-3243-3081,ORCID,Colorado State University,https://ror.org/03k1gpj17,ROR,Horton,Kyle G.,84,3,1,1
10.5061/dryad.5dv41ns7m,"Loss, Scott R.",0000-0002-8753-2995,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Loss,Scott R.,84,4,1,1
10.5061/dryad.5dv41ns7m,"Cabrera‐Cruz, Sergio A.",0000-0001-8742-4719,ORCID,University of Delaware,https://ror.org/01sbq1a82,ROR,Cabrera‐Cruz,Sergio A.,84,5,1,1
10.5061/dryad.5dv41ns7m,"Smolinsky, Jaclyn A.",0000-0002-4733-5313,ORCID,University of Delaware,https://ror.org/01sbq1a82,ROR,Smolinsky,Jaclyn A.,84,6,1,1
10.5061/dryad.5dv41ns7m,"Marra, Peter P.",0000-0002-0508-7577,ORCID,National Zoological Park,https://ror.org/026etfb20,ROR,Marra,Peter P.,84,7,1,1
10.6078/d1142q,"Perryman, Danielle",0000-0001-7916-2050,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Perryman,Danielle,85,1,1,1
10.6078/d1142q,"Pandit, Meelyn",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Pandit,Meelyn,85,2,1,NA
10.6078/d1142q,"Riddell, Eric",NA,NA,"University of California, Berkeley",https://ror.org/01an7q238,ROR,Riddell,Eric,85,3,1,NA
10.6078/d1142q,"Sanders, Tiana",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Sanders,Tiana,85,4,1,NA
10.6078/d1142q,"Kanda, Ian",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Kanda,Ian,85,5,1,NA
10.6078/d1142q,"Grindstaff, Jennifer",0000-0002-0985-0832,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Grindstaff,Jennifer,85,6,1,1
10.5061/dryad.3xsj3txj3,"De La Hera, Ivan",0000-0003-0550-9562,ORCID,University College Cork,https://ror.org/03265fv13,ROR,De La Hera,Ivan,86,1,1,1
10.5061/dryad.3xsj3txj3,"Reichert, Michael S.",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Reichert,Michael S.,86,2,1,NA
10.5061/dryad.3xsj3txj3,"Davidson, Gabrielle L.",NA,NA,University of Cambridge,https://ror.org/013meh722,ROR,Davidson,Gabrielle L.,86,3,1,NA
10.5061/dryad.3xsj3txj3,"Quinn, John L.",NA,NA,University College Cork,https://ror.org/03265fv13,ROR,Quinn,John L.,86,4,1,NA
10.5061/dryad.xksn02vhs,"Wersebe, Matthew",0000-0001-9973-6410,ORCID,University of Oklahoma,https://ror.org/02aqsxs83,ROR,Wersebe,Matthew,87,1,1,1
10.5061/dryad.xksn02vhs,"Sherman, Ryan",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Sherman,Ryan,87,2,1,NA
10.5061/dryad.xksn02vhs,"Jeyasingh, Punidan",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Jeyasingh,Punidan,87,3,1,NA
10.5061/dryad.xksn02vhs,"Weider, Lawrence",NA,NA,University of Oklahoma,https://ror.org/02aqsxs83,ROR,Weider,Lawrence,87,4,1,NA
10.5061/dryad.0zpc86701,"Zhu, Chuanmei",NA,NA,Donald Danforth Plant Science Center,https://ror.org/000cyem11,ROR,Zhu,Chuanmei,88,1,1,NA
10.5061/dryad.0zpc86701,"Box, Mathew",0000-0001-7995-5384,ORCID,Donald Danforth Plant Science Center,https://ror.org/000cyem11,ROR,Box,Mathew,88,2,1,1
10.5061/dryad.0zpc86701,"Thiruppathi, Dhineshkumar",NA,NA,Donald Danforth Plant Science Center,https://ror.org/000cyem11,ROR,Thiruppathi,Dhineshkumar,88,3,1,NA
10.5061/dryad.0zpc86701,"Hu, Hao",0000-0003-4986-2034,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Hu,Hao,88,4,1,1
10.5061/dryad.0zpc86701,"Yu, Yunqing",NA,NA,Donald Danforth Plant Science Center,https://ror.org/000cyem11,ROR,Yu,Yunqing,88,5,1,NA
10.5061/dryad.0zpc86701,"Martin, Callista",NA,NA,Donald W. Reynolds Foundation,https://ror.org/011ptxp32,ROR,Martin,Callista,88,6,1,NA
10.5061/dryad.0zpc86701,"Doust, Andrew",0000-0002-2324-5495,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Doust,Andrew,88,7,1,1
10.5061/dryad.0zpc86701,"McSteen, Paula",NA,NA,University of Missouri,https://ror.org/02ymw8z06,ROR,McSteen,Paula,88,8,1,NA
10.5061/dryad.0zpc86701,"Kellogg, Elizabeth",NA,NA,Donald Danforth Plant Science Center,https://ror.org/000cyem11,ROR,Kellogg,Elizabeth,88,9,1,NA
10.5061/dryad.sxksn034z,"Lashley, Marcus",0000-0002-1086-7754,ORCID,University of Florida,https://ror.org/02y3ad647,ROR,Lashley,Marcus,89,1,1,1
10.5061/dryad.sxksn034z,"Chitwood, Michael",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Chitwood,Michael,89,2,1,NA
10.5061/dryad.sxksn034z,"Dykes, Jacob",NA,NA,Texas A&M University – Kingsville,https://ror.org/05abs3w97,ROR,Dykes,Jacob,89,3,1,NA
10.5061/dryad.sxksn034z,"DePerno, Christopher",NA,NA,North Carolina State University,https://ror.org/04tj63d06,ROR,DePerno,Christopher,89,4,1,NA
10.5061/dryad.sxksn034z,"Moorman, Christopher",NA,NA,North Carolina State University,https://ror.org/04tj63d06,ROR,Moorman,Christopher,89,5,1,NA
10.5061/dryad.n2z34tmzb,"Liu, Yang",0000-0002-3479-9223,ORCID,University of British Columbia,https://ror.org/03rmrcq20,ROR,Liu,Yang,90,1,1,1
10.5061/dryad.n2z34tmzb,"Erbilgin, Nadir",NA,NA,University of Alberta,https://ror.org/0160cpw27,ROR,Erbilgin,Nadir,90,2,1,NA
10.5061/dryad.n2z34tmzb,"Ratcliffe, Blaise",NA,NA,University of British Columbia,https://ror.org/03rmrcq20,ROR,Ratcliffe,Blaise,90,3,1,NA
10.5061/dryad.n2z34tmzb,"Klutsch, Jennifer G.",NA,NA,University of Alberta,https://ror.org/0160cpw27,ROR,Klutsch,Jennifer G.,90,4,1,NA
10.5061/dryad.n2z34tmzb,"Wei, Xiaojing",NA,NA,University of Alberta,https://ror.org/0160cpw27,ROR,Wei,Xiaojing,90,5,1,NA
10.5061/dryad.n2z34tmzb,"Ullah, Aziz",NA,NA,University of Alberta,https://ror.org/0160cpw27,ROR,Ullah,Aziz,90,6,1,NA
10.5061/dryad.n2z34tmzb,"Cappa, Eduardo Pablo",NA,NA,National Agricultural Technology Institute,https://ror.org/04wm52x94,ROR,Cappa,Eduardo Pablo,90,7,1,NA
10.5061/dryad.n2z34tmzb,"Chen, Charles",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Chen,Charles,90,8,1,NA
10.5061/dryad.n2z34tmzb,"Thomas, Barb R.",NA,NA,University of Alberta,https://ror.org/0160cpw27,ROR,Thomas,Barb R.,90,9,1,NA
10.5061/dryad.n2z34tmzb,"El-Kassaby, Yousry A.",NA,NA,University of British Columbia,https://ror.org/03rmrcq20,ROR,El-Kassaby,Yousry A.,90,10,1,NA
10.25338/b8m62w,"Zhang, Bo",0000-0002-5313-0816,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Zhang,Bo,91,1,1,1
10.5061/dryad.q2bvq83kw,"Coffin, John",0000-0001-6260-4385,ORCID,Kansas State University,https://ror.org/05p1j8758,ROR,Coffin,John,92,1,1,1
10.5061/dryad.q2bvq83kw,"Kelley, Joanna",0000-0002-7731-605X,ORCID,Washington State University,https://ror.org/05dk0ce17,ROR,Kelley,Joanna,92,2,1,1
10.5061/dryad.q2bvq83kw,"Jeyasingh, Punidan",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Jeyasingh,Punidan,92,3,1,NA
10.5061/dryad.q2bvq83kw,"Tobler, Michael",NA,NA,Kansas State University,https://ror.org/05p1j8758,ROR,Tobler,Michael,92,4,1,NA
10.5061/dryad.05qfttf3w,"Simon, Monique",0000-0003-0106-2660,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Simon,Monique,93,1,1,1
10.5061/dryad.05qfttf3w,"Donihue, Colin",NA,NA,Brown University,https://ror.org/05gq02987,ROR,Donihue,Colin,93,3,1,NA
10.5061/dryad.05qfttf3w,"Kolbe, Jason",NA,NA,University of Rhode Island,https://ror.org/013ckk937,ROR,Kolbe,Jason,93,5,1,NA
10.5061/dryad.mw6m905xh,"Coomes, Jenny",0000-0002-6196-5370,ORCID,University College Cork,https://ror.org/03265fv13,ROR,Coomes,Jenny,94,1,1,1
10.5061/dryad.mw6m905xh,"Davidson, Gabrielle",NA,NA,University of Cambridge,https://ror.org/013meh722,ROR,Davidson,Gabrielle,94,2,1,NA
10.5061/dryad.mw6m905xh,"Reichert, Michael",0000-0002-0159-4387,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Reichert,Michael,94,3,1,1
10.5061/dryad.mw6m905xh,"Kulahci, Ipek",0000-0003-0104-0365,ORCID,University of Notre Dame,https://ror.org/00mkhxb43,ROR,Kulahci,Ipek,94,4,1,1
10.5061/dryad.mw6m905xh,"Troisi, Camille",0000-0002-4036-3848,ORCID,Ghent University,https://ror.org/00cv9y106,ROR,Troisi,Camille,94,5,1,1
10.5061/dryad.mw6m905xh,"Quinn, John",NA,NA,University College Cork,https://ror.org/03265fv13,ROR,Quinn,John,94,6,1,NA
10.25338/b81m00,"Pan, Vincent",0000-0001-9892-7805,ORCID,Michigan State University,https://ror.org/05hs6h993,ROR,Pan,Vincent,95,1,1,1
10.25338/b81m00,"Girvin, Cecilia",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Girvin,Cecilia,95,2,1,NA
10.25338/b81m00,"LoPresti, Eric",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,LoPresti,Eric,95,3,1,NA
10.5061/dryad.9kd51c5hz,"Koziol, Liz",0000-0002-1069-737X,ORCID,University of Kansas,https://ror.org/001tmjg57,ROR,Koziol,Liz,96,1,1,1
10.5061/dryad.9kd51c5hz,"Bauer, Jonathan",NA,NA,Miami University,https://ror.org/05nbqxr67,ROR,Bauer,Jonathan,96,2,1,NA
10.5061/dryad.9kd51c5hz,"Duell, Eric",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Duell,Eric,96,3,1,NA
10.5061/dryad.9kd51c5hz,"Hickman, Karen",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Hickman,Karen,96,4,1,NA
10.5061/dryad.9kd51c5hz,"House, Geoffrey",NA,NA,Los Alamos National Laboratory,https://ror.org/01e41cf67,ROR,House,Geoffrey,96,5,1,NA
10.5061/dryad.9kd51c5hz,"Schultz, Peggy",NA,NA,University of Kansas,https://ror.org/001tmjg57,ROR,Schultz,Peggy,96,6,1,NA
10.5061/dryad.9kd51c5hz,"Tipton, Alice",NA,NA,Saint Louis University,https://ror.org/04k7nem08,ROR,Tipton,Alice,96,7,1,NA
10.5061/dryad.9kd51c5hz,"Wilson, Gail",NA,NA,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Wilson,Gail,96,8,1,NA
10.5061/dryad.9kd51c5hz,"Bever, James",NA,NA,University of Kansas,https://ror.org/001tmjg57,ROR,Bever,James,96,9,1,NA
10.5061/dryad.sxksn033w,"Hodge, John",0000-0003-0793-1871,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Hodge,John,97,1,1,1
10.5061/dryad.ncjsxksvx,"Londe, David",0000-0002-8112-005X,ORCID,Oklahoma State University,https://ror.org/01g9vbr38,ROR,Londe,David,98,1,1,1
